"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0150034","CC","GO:0150034","distal axon","110/6331","280/19944",0.392857142857143,1.23758377146467,2.73032492764956,0.00432351527333831,0.0143750073796191,0.00799478164086249,"GPM6A/FEZ1/TRPV2/NDRG2/CRTAC1/MYH10/TPBG/KLC1/CALM1/CALM2/PAFAH1B1/PCDHGB1/SLC1A1/ROR1/CAD/CTTN/GPER1/RASGRF1/PTCH1/TRAK2/APBB2/UNC13B/TRAK1/FLRT3/NTRK2/AP1S1/PCDH9/PINK1/SNCA/CLASP2/PRKCB/SHANK2/MICAL1/CDK5/GOT1/NMU/COPA/CD2AP/PTPRO/BASP1/SLC18A2/TUBB3/THY1/DBN1/SIGMAR1/FKBP4/APBB1/WHRN/RUFY3/ITGA2/PENK/ENO2/SETX/RAC3/ZPR1/COBL/DPYSL3/FKBP15/NPFF/OLFM1/CDK5R1/GAD1/KIF20B/LAMP5/HSP90AB1/CLCN3/AAK1/SYNJ1/CNR1/MYO9A/ITGA4/SRSF10/PALLD/HSP90AA1/PRSS12/ELK1/WDR47/SCN11A/CYTH2/PTK2B/MAP1B/CIB1/ACTG1/FSCN1/IQGAP1/ADORA1/LRIG2/DNM2/PRNP/AP3D1/ARPC3/ADGRL1/UCN/NEO1/RAB5A/CTSZ/SSH1/SEPTIN6/ATP6V0D1/ARHGAP4/GHRH/PSEN1/MAP3K12/ACTB/CSNK1E/TAOK2/RAB3A/ZNF804A/GRIK2/ELAVL4",110
"GO:0002102","CC","GO:0002102","podosome","22/6331","42/19944",0.523809523809524,1.65011169528623,2.87619775059175,0.00433473160674081,0.0143750073796191,0.00799478164086249,"TJP1/CTTN/AMOTL2/TNS3/ARAP1/GSN/CD2AP/VCL/LPXN/ADAM8/BIN2/VCAM1/PALLD/SH3GL1/FSCN1/DNM2/LCP1/ARHGEF5/HNRNPK/SCN8A/NOS1AP/SRC",22
"GO:0001673","CC","GO:0001673","male germ cell nucleus","28/6331","57/19944",0.491228070175439,1.54747316878518,2.82273500954097,0.00460158999322864,0.0151627629882891,0.00843289856917869,"TOP2A/ZBTB16/H2AX/ZFPM2/TRIP13/PCNA/RAN/SMARCC1/BRCA1/LIMK1/PATZ1/TAF10/CDK7/RAD51/TOPBP1/TAF4/TOP1/HMGA2/TRIM24/TSN/DAZAP1/SMAD5/KPNA4/TCFL5/CDK2/HSPA2/TERF2IP/TESMIN",28
"GO:0030880","CC","GO:0030880","RNA polymerase complex","51/6331","117/19944",0.435897435897436,1.37316987230113,2.7607398277164,0.00461135575417039,0.0151627629882891,0.00843289856917869,"POLR2H/POLR2D/KAT2A/POLR3E/ATXN7/POLR1C/POLR2J/CDC73/POLR2B/POLR1G/TAF6/PRIM1/TRRAP/TAF10/SUPT3H/CDK7/MNAT1/CRCP/POLR2K/TAF9/PRIM2/GTF2H4/ENY2/MCM3/TAF4/POLR3K/POLR2F/TUFT1/GTF2E1/TAF2/TCEA1/POLR2I/TAF12/POLR3C/POLR3D/POLA2/POLR2M/GTF2E2/GTF2A2/POLR2A/POLR3G/GTF2H2/GTF2H2C/GTF2H2C_2/POLR1F/POLR2G/POLR2J2/POLR2J3/ERCC2/TAF13/POLRMT",51
"GO:0099523","CC","GO:0099523","presynaptic cytosol","16/6331","28/19944",0.571428571428571,1.80012184940316,2.88927291319286,0.00476906320365622,0.0156151605318026,0.00868450328003131,"PIAS1/CALM1/CALM2/HTT/BAIAP2/UBE2I/PRKCB/FUS/USP14/STXBP1/PIAS3/SUMO2/SYT1/SUMO1/ARL6IP5/SENP5",16
"GO:0000118","CC","GO:0000118","histone deacetylase complex","38/6331","83/19944",0.457831325301205,1.44226630102784,2.75344761723929,0.00506828362137835,0.0165251600428134,0.00919060718604654,"SAP18/ZNF217/SINHCAF/ANP32E/CSNK2A1/RBBP4/MECOM/RUVBL1/RERE/ARID4B/ING3/TRRAP/HDAC4/HDAC1/KAT5/ARID4A/CDK2AP1/RUVBL2/TBL1X/SIN3B/HDAC2/MTA1/BRMS1/NCOR1/SAP30/JMJD1C/HDAC5/NRIP1/TBL1XR1/MORF4L1/ZNHIT1/CHD4/HDAC7/MBD3/HINT1/ING1/EP400/OGT",38
"GO:0045120","CC","GO:0045120","pronucleus","11/6331","17/19944",0.647058823529412,2.0383732706477,2.92086496568088,0.00526643647588875,0.0170993920723417,0.00950997117425408,"CENPF/SLC2A1/CCNA2/AURKA/EZH2/CBX1/AKAP8/EED/RIF1/HSF1/HNRNPL",11
"GO:0014704","CC","GO:0014704","intercalated disc","25/6331","50/19944",0.5,1.57510661822777,2.77668612359064,0.00540697181843752,0.017482542212948,0.00972306335771659,"FXYD1/DES/ATP2A2/ATP1A2/SLC2A1/DSG2/PAK1/SCN1A/ANK2/DSP/KCNA5/VAMP5/VCL/JUP/DSC2/PKP2/ATP1B1/ANK3/SLC9A1/GJA1/CTNNA1/DLG1/FHOD1/GJA5/CDH2",25
"GO:0044295","CC","GO:0044295","axonal growth cone","15/6331","26/19944",0.576923076923077,1.81743071333973,2.84425965195779,0.00552416130248016,0.0177873409573635,0.00989257975111101,"GPM6A/TRPV2/PTCH1/TRAK2/TRAK1/FLRT3/CLASP2/FKBP4/COBL/OLFM1/HSP90AB1/MYO9A/HSP90AA1/SCN11A/TAOK2",15
"GO:0005581","CC","GO:0005581","collagen trimer","39/6331","86/19944",0.453488372093023,1.42858507234612,2.71627034374088,0.00556449018541766,0.0178431586110913,0.00992362321018373,"FCN3/COL10A1/SFTPD/COL11A1/MARCO/COL1A1/COL13A1/COLEC12/COL3A1/COL1A2/MSR1/COL4A3/COL5A2/COL4A5/COL5A1/SFTPA2/COL5A3/C1QA/C1QB/COL4A2/SCARA3/EMID1/FCN1/COL6A3/COL4A4/COL6A2/COL21A1/COL7A1/LOX/COL9A3/C1QTNF1/COL4A6/COL17A1/COL8A2/COL18A1/COL15A1/COL11A2/WDR33/COLQ",39
"GO:0005652","CC","GO:0005652","nuclear lamina","10/6331","15/19944",0.666666666666667,2.10014215763702,2.90673983447373,0.00575173556572181,0.0182924049139349,0.0101734753319497,"NARF/LMNB1/LMNB2/CASK/EIF6/PCNA/HLCS/LMNA/LBR/SUV39H1",10
"GO:0032156","CC","GO:0032156","septin cytoskeleton","10/6331","15/19944",0.666666666666667,2.10014215763702,2.90673983447373,0.00575173556572181,0.0182924049139349,0.0101734753319497,"SEPTIN4/SEPTIN10/SEPTIN7/SEPTIN11/SEPTIN9/MAPK6/SEPTIN2/MAPKAPK5/SEPTIN6/SEPTIN8",10
"GO:0009898","CC","GO:0009898","cytoplasmic side of plasma membrane","67/6331","162/19944",0.41358024691358,1.30286596816371,2.63953462741702,0.00605931406175573,0.0191919498445814,0.0106737648348866,"FERMT2/MYH10/GNAQ/GNG11/CDH1/GNA11/KCNAB1/CYLD/FADD/FARP1/CDK16/DNAJA3/STAC/EPN3/OSBPL2/RACGAP1/KCNAB2/ACP1/GNAI2/HCK/PALM/JAK2/AP2B1/DIABLO/TRAF3/TRAF3IP2/JUP/AP2A2/CYTH1/PTP4A1/LDLRAP1/MTSS1/RGS2/JAK1/GNAI3/GNB5/RHOA/SPTB/SOCS3/PTEN/MCF2L/PTPRC/LITAF/GNAZ/GNB1/GNAS/NCF1/MYD88/TRAF5/IQGAP1/PTPN3/DLG1/ATP2C2/TRADD/MAP2K2/KIT/LYN/SNX5/TRAF6/G6PD/C2CD2L/LILRB4/FES/KRAS/PKP4/FER/GNA14",67
"GO:0000805","CC","GO:0000805","X chromosome","8/6331","11/19944",0.727272727272727,2.29106417196766,2.9208706017847,0.00631679304176648,0.0195720068873218,0.0108851367658735,"H3-3B/PCGF3/LRIF1/SIN3B/MACROH2A1/SMCHD1/CDK2/MACROH2A2",8
"GO:0005583","CC","GO:0005583","fibrillar collagen trimer","8/6331","11/19944",0.727272727272727,2.29106417196766,2.9208706017847,0.00631679304176648,0.0195720068873218,0.0108851367658735,"COL11A1/COL1A1/COL3A1/COL1A2/COL5A2/COL5A1/COL5A3/COL11A2",8
"GO:0005641","CC","GO:0005641","nuclear envelope lumen","8/6331","11/19944",0.727272727272727,2.29106417196766,2.9208706017847,0.00631679304176648,0.0195720068873218,0.0108851367658735,"BCHE/ALOX5/CACYBP/PTGES/TUBB/CD2AP/PLAAT1/SORL1",8
"GO:0005832","CC","GO:0005832","chaperonin-containing T-complex","8/6331","11/19944",0.727272727272727,2.29106417196766,2.9208706017847,0.00631679304176648,0.0195720068873218,0.0108851367658735,"CCT3/CCT5/CCT6A/CCT2/CCT4/CCT8/CCT7/TCP1",8
"GO:0098643","CC","GO:0098643","fibrillar collagen","8/6331","11/19944",0.727272727272727,2.29106417196766,2.9208706017847,0.00631679304176648,0.0195720068873218,0.0108851367658735,"COL11A1/COL1A1/COL3A1/COL1A2/COL5A2/COL5A1/COL5A3/COL11A2",8
"GO:0005871","CC","GO:0005871","kinesin complex","24/6331","48/19944",0.5,1.57510661822777,2.7204489276956,0.00635585790670759,0.0195720068873218,0.0108851367658735,"KLC1/PAFAH1B1/KIF1C/KIF2A/KIF14/KIF2C/KIF20A/KIF11/KIF15/KIF18B/KIF18A/KIF23/NDEL1/KIFC1/KIF17/KLC2/KIF20B/KIF22/KIF3C/KIF13A/KIF13B/KIF1A/KIF25/KIF5B",24
"GO:0031201","CC","GO:0031201","SNARE complex","24/6331","48/19944",0.5,1.57510661822777,2.7204489276956,0.00635585790670759,0.0195720068873218,0.0108851367658735,"STX12/STX11/STX2/YKT6/VAMP3/VAMP2/GOSR2/NAPG/STX1A/STX7/BET1/VAMP4/STX6/STX16/STX8/NAPA/SNAP29/VTI1A/SNAP23/GOSR1/BET1L/STX18/STX10/SYN2",24
"GO:0031258","CC","GO:0031258","lamellipodium membrane","14/6331","24/19944",0.583333333333333,1.8376243879324,2.80004329479981,0.00638682869393183,0.0195896405790162,0.0108949438922906,"FERMT2/FAP/CSPG4/CD44/PDPN/PLEK2/ITGAV/PLXND1/SLC39A6/PIEZO1/ANTXR1/DPP4/SYNE2/NCKAP1",14
"GO:0070160","CC","GO:0070160","tight junction","58/6331","138/19944",0.420289855072464,1.32400266459725,2.60461907517291,0.0068442794284732,0.0209100820334457,0.0116293185481725,"CDH5/JAM2/CLDN5/CLDN18/SYNPO/TRAF4/PMP22/LSR/ECT2/EPCAM/JAM3/TJP1/CLDN4/CLDN3/WWTR1/FRMD4B/TJP2/MPDZ/DLG3/ARHGEF2/AMOTL2/FRMD4A/CDK4/CLDN7/RAPGEF2/PRKCZ/PARD3/ARHGAP17/SIPA1L3/APC/SHROOM2/MAGI1/CYTH1/ANK3/CLDN10/FZD5/MAGI2/RAP2B/MICALL2/EPPK1/STRN/RPGRIP1L/TJP3/POF1B/AOC1/CLDN1/OCEL1/YBX3/CYTH2/GJA1/DLG1/MTDH/CLDN6/LIN7C/LIN7B/ACTB/NPHP4/CCND1",58
"GO:0070603","CC","GO:0070603","SWI/SNF superfamily-type complex","42/6331","95/19944",0.442105263157895,1.39272585190666,2.61659469383525,0.00711675846262621,0.0216572728117566,0.0120448750038256,"SMARCA2/ANP32E/SMARCA5/RBBP4/UCHL5/ACTR5/SMARCB1/RUVBL1/YY1/ACTL6A/SMARCC1/MYO1C/ING3/TRRAP/HMGXB4/SMARCE1/NFRKB/HDAC1/KAT5/BAZ1A/BCL7C/CDK2AP1/RUVBL2/SMARCA4/HDAC2/BCL7A/MTA1/BICRAL/SS18/INO80B/SUZ12/BCL11A/SMARCC2/SMARCA1/ZNHIT1/PHF10/CHD4/MBD3/BRD9/ACTB/BCL7B/EP400",42
"GO:0030904","CC","GO:0030904","retromer complex","13/6331","22/19944",0.590909090909091,1.86148963972373,2.75708027159126,0.0073656112921347,0.0222401337069904,0.0123690380084998,"SNX1/TRIM27/DENND5A/SNX2/DENND4C/DCTN1/TBC1D5/SNX3/RAB7A/SNX27/ENTR1/SNX5/VPS26A",13
"GO:0070822","CC","GO:0070822","Sin3-type complex","13/6331","22/19944",0.590909090909091,1.86148963972373,2.75708027159126,0.0073656112921347,0.0222401337069904,0.0123690380084998,"SINHCAF/CSNK2A1/RBBP4/ARID4B/HDAC1/ARID4A/SIN3B/HDAC2/BRMS1/SAP30/MORF4L1/ING1/OGT",13
"GO:0005686","CC","GO:0005686","U2 snRNP","16/6331","29/19944",0.551724137931034,1.73804868218236,2.71236625011445,0.00753523819742594,0.0226641272914827,0.0126048456178892,"SNRPE/SNRPD2/SNRPG/SF3B4/SNRPD1/U2SURP/SNRPB/SNRPA1/SF3B3/SNRPF/SNRPD3/SNRPN/RBMX2/HTATSF1/SF3A1/SNRPB2",16
"GO:0000940","CC","GO:0000940","outer kinetochore","12/6331","20/19944",0.6,1.89012794187332,2.71602425834084,0.00846517561930605,0.0253628427821679,0.0141057590079881,"ZWINT/CCNB1/CENPF/BUB1B/BUB1/NDC80/SPDL1/PLK1/SPC25/DSN1/SKA1/NSL1",12
"GO:0000315","CC","GO:0000315","organellar large ribosomal subunit","26/6331","54/19944",0.481481481481481,1.51676933607118,2.59316829529026,0.00859173077877825,0.0255447627752181,0.0142069353470421,"MRPL12/MRPL3/MRPL15/MRPL17/MRPL9/MRPL35/MRPL58/MRPL13/MRPS30/MRPL24/MRPL42/MRPS18A/MRPL19/MRPL11/GADD45GIP1/MRPL4/MRPL48/MRPL2/MRPL57/MRPL49/MRPL22/NSUN3/MRPL18/MRPL33/MRPL44/MRPL40",26
"GO:0005762","CC","GO:0005762","mitochondrial large ribosomal subunit","26/6331","54/19944",0.481481481481481,1.51676933607118,2.59316829529026,0.00859173077877825,0.0255447627752181,0.0142069353470421,"MRPL12/MRPL3/MRPL15/MRPL17/MRPL9/MRPL35/MRPL58/MRPL13/MRPS30/MRPL24/MRPL42/MRPS18A/MRPL19/MRPL11/GADD45GIP1/MRPL4/MRPL48/MRPL2/MRPL57/MRPL49/MRPL22/NSUN3/MRPL18/MRPL33/MRPL44/MRPL40",26
"GO:0070461","CC","GO:0070461","SAGA-type complex","20/6331","39/19944",0.512820512820513,1.6154939674131,2.62379253648974,0.00865568711946295,0.0256366916210048,0.0142580623502604,"KAT2B/SUPT20H/KAT2A/ATXN7/TAF6/SF3B3/TRRAP/TAF10/SUPT3H/TAF9/SUPT7L/ENY2/TAF4/MAP3K7/TAF2/TAF12/DR1/ZZZ3/SGF29/TADA2A",20
"GO:0000794","CC","GO:0000794","condensed nuclear chromosome","37/6331","83/19944",0.44578313253012,1.404311924685,2.51715245556381,0.00947491642720865,0.0279564074049959,0.0155481918557356,"RCC1/TTN/NEK2/TUBG1/H2AX/P3H4/NCAPG2/RGS12/RRS1/NCAPG/UBE2I/CHEK1/PLK1/NCAPH/LRPPRC/NCAPD3/BRCA1/RAD1/RAD51/SMC1A/HUS1/TOPBP1/BRCA2/RAD50/SMC2/NOL6/SMC4/PSMC3IP/ADD3/SUN2/BLM/NCAPD2/SYCP2/RAD21/HSPA2/DMC1/SUV39H1",37
"GO:0031527","CC","GO:0031527","filopodium membrane","11/6331","18/19944",0.611111111111111,1.92513031116727,2.67783355465796,0.00968228465357178,0.0281494058348867,0.015655529560911,"DMD/PALM/PDPN/ITGAV/ARF6/UTRN/ANTXR1/TTYH1/SYNE2/NF2/MYO10",11
"GO:0033276","CC","GO:0033276","transcription factor TFTC complex","11/6331","18/19944",0.611111111111111,1.92513031116727,2.67783355465796,0.00968228465357178,0.0281494058348867,0.015655529560911,"KAT2A/ATXN7/TAF6/TRRAP/TAF10/SUPT3H/TAF9/ENY2/TAF4/TAF2/TAF12",11
"GO:0099092","CC","GO:0099092","postsynaptic density, intracellular component","11/6331","18/19944",0.611111111111111,1.92513031116727,2.67783355465796,0.00968228465357178,0.0281494058348867,0.015655529560911,"SH3GL3/GRIA1/FYN/FABP5/BAIAP2/ACTN2/CRIPT/TNIK/PRR7/PTK2B/SLC30A1",11
"GO:0000314","CC","GO:0000314","organellar small ribosomal subunit","17/6331","32/19944",0.53125,1.673550781867,2.60041325504559,0.0097217020151413,0.0281494058348867,0.015655529560911,"MRPS33/MRPS17/DAP3/MRPS16/MRPS7/MRPL42/MRPS12/AURKAIP1/MRPS14/MRPS18A/MRPS34/MRPS35/MRPS15/MRPS10/MRPS28/MRPS18B/MRPS2",17
"GO:0005763","CC","GO:0005763","mitochondrial small ribosomal subunit","17/6331","32/19944",0.53125,1.673550781867,2.60041325504559,0.0097217020151413,0.0281494058348867,0.015655529560911,"MRPS33/MRPS17/DAP3/MRPS16/MRPS7/MRPL42/MRPS12/AURKAIP1/MRPS14/MRPS18A/MRPS34/MRPS35/MRPS15/MRPS10/MRPS28/MRPS18B/MRPS2",17
"GO:0005923","CC","GO:0005923","bicellular tight junction","55/6331","132/19944",0.416666666666667,1.31258884852314,2.45725804584925,0.0101373455306669,0.029243792311515,0.0162641818335881,"CDH5/JAM2/CLDN5/CLDN18/SYNPO/TRAF4/PMP22/LSR/ECT2/EPCAM/JAM3/TJP1/CLDN4/CLDN3/WWTR1/FRMD4B/TJP2/MPDZ/DLG3/ARHGEF2/AMOTL2/FRMD4A/CDK4/CLDN7/RAPGEF2/PRKCZ/PARD3/ARHGAP17/APC/SHROOM2/MAGI1/CYTH1/ANK3/CLDN10/FZD5/MAGI2/RAP2B/MICALL2/EPPK1/STRN/RPGRIP1L/TJP3/POF1B/AOC1/CLDN1/OCEL1/YBX3/CYTH2/DLG1/MTDH/CLDN6/LIN7C/LIN7B/NPHP4/CCND1",55
"GO:0005682","CC","GO:0005682","U5 snRNP","14/6331","25/19944",0.56,1.7641194124151,2.60706554909732,0.0103187161936795,0.0295473201708314,0.0164329914135117,"SNRPE/SNRPD2/SNRPG/SNRPD1/SNRPB/SNRPF/SNRPD3/SNRNP200/SNRPN/DDX23/PRPF8/SNRNP40/PRPF6/TXNL4A",14
"GO:0044233","CC","GO:0044233","mitochondria-associated endoplasmic reticulum membrane contact site","14/6331","25/19944",0.56,1.7641194124151,2.60706554909732,0.0103187161936795,0.0295473201708314,0.0164329914135117,"VPS13A/ATAD3A/CANX/MBOAT7/TOMM40/TMX1/TOMM20/RAB38/ACSL4/RAB32/TMEM41B/ATG5/EIF2AK3/BCAP31",14
"GO:0005902","CC","GO:0005902","microvillus","42/6331","97/19944",0.43298969072165,1.36400985496013,2.45078973713237,0.0108767666520978,0.0310307754486319,0.0172580275826629,"TEK/AOC3/ANGPT1/ICAM2/CD302/PODXL/HYAL2/RAPGEF3/JAM3/MYO1F/SLC7A5/RDX/FOXA1/CEACAM1/MYO1B/CLIC4/SLC26A2/S100P/CD44/MYO1E/SLC7A11/MYO7A/MYO1C/PDPN/MSN/ITGAV/MYO6/IQGAP2/PTPRH/PDGFA/NHERF1/PLEKHG6/VCAM1/PDGFRA/ATP6V1B2/IFT20/FSCN1/ATP6V1E1/CA9/PROM1/MYO1D/SLC6A6",42
"GO:0048786","CC","GO:0048786","presynaptic active zone","36/6331","81/19944",0.444444444444444,1.40009477175802,2.46057973863147,0.0109874900468043,0.0312318398400006,0.0173698512403693,"GPM6A/KCNJ8/CACNA2D2/GRIA1/ARHGAP44/STX11/GPER1/STX2/UNC13B/EHD1/PNISR/OSBPL2/SYT11/STX1A/GUCY1B1/PPFIBP1/PPFIA1/RIMS3/STXBP1/ATP2B4/ADORA2A/C1QBP/TRIO/NUFIP1/GAD1/NAPA/SYT1/PPFIA4/P2RX1/P2RY1/ADORA1/LPAR2/LRFN3/FZD3/FLOT1/RAB3A",36
"GO:0016514","CC","GO:0016514","SWI/SNF complex","16/6331","30/19944",0.533333333333333,1.68011372610962,2.54224495985072,0.0114482234473911,0.0324227058218084,0.0180321614038815,"SMARCA2/SMARCB1/ACTL6A/SMARCC1/SMARCE1/BCL7C/SMARCA4/BCL7A/BICRAL/SS18/BCL11A/SMARCC2/PHF10/BRD9/ACTB/BCL7B",16
"GO:0016235","CC","GO:0016235","aggresome","18/6331","35/19944",0.514285714285714,1.62010966446285,2.50398819990571,0.0120321760006608,0.0339323180900802,0.0188717450039784,"FGR/PRKCQ/EPS15/UBD/SLC2A3/TRIM37/RANGAP1/HSPB7/HSPA1B/HSPA1A/SLC2A14/URB2/DVL2/CARD14/SQSTM1/EDEM1/PSEN1/POLD1",18
"GO:0071682","CC","GO:0071682","endocytic vesicle lumen","13/6331","23/19944",0.565217391304348,1.78055530756182,2.5542682823547,0.0120687110732759,0.0339323180900802,0.0188717450039784,"HBB/HBA1/HBA2/HYOU1/SPARC/HSP90B1/CSF3/CALR/HGS/HSP90AA1/GNLY/HSPH1/HP",13
"GO:1902562","CC","GO:1902562","H4 histone acetyltransferase complex","22/6331","45/19944",0.488888888888889,1.54010424893382,2.47356144972596,0.0121357809866991,0.03399771135624,0.0189081140206978,"KANSL1L/VPS72/MRGBP/RUVBL1/ACTL6A/MORF4L2/ING3/TRRAP/KAT5/RUVBL2/MSL1/ATF2/ACTG1/YEATS4/MORF4L1/MSL3/MEAF6/HCFC1/ACTB/PHF20/EP400/OGT",22
"GO:0031089","CC","GO:0031089","platelet dense granule lumen","9/6331","14/19944",0.642857142857143,2.02513708057856,2.61665695667588,0.0123676782870048,0.034276136966842,0.0190629627732029,"CLEC3B/ITIH3/TIMP3/SELENOP/FAM3C/CTSW/RARRES2/LGALS3BP/ECM1",9
"GO:0031464","CC","GO:0031464","Cul4A-RING E3 ubiquitin ligase complex","9/6331","14/19944",0.642857142857143,2.02513708057856,2.61665695667588,0.0123676782870048,0.034276136966842,0.0190629627732029,"CRBN/DTL/DDB1/CUL4B/GLMN/ARIH1/TRPC4AP/DDB2/ERCC8",9
"GO:0072379","CC","GO:0072379","ER membrane insertion complex","9/6331","14/19944",0.642857142857143,2.02513708057856,2.61665695667588,0.0123676782870048,0.034276136966842,0.0190629627732029,"RAB5IF/TMCO1/TMEM147/WDR83OS/NOMO2/NOMO1/NOMO3/UBL4A/CCDC47",9
"GO:0005767","CC","GO:0005767","secondary lysosome","15/6331","28/19944",0.535714285714286,1.68761423381547,2.48300328502569,0.0134915364740675,0.0372577662059659,0.0207212210315328,"SLC48A1/NCOA4/PLA2G5/NCF2/LAMP1/HLA-DRB1/ADAM8/PLEKHM1/HLA-DRB3/FTL/HLA-DRA/NCF1/FTH1/NCF4/SQSTM1",15
"GO:0055038","CC","GO:0055038","recycling endosome membrane","46/6331","109/19944",0.422018348623853,1.32944778786197,2.35200489595633,0.0136193313565973,0.0374078125514381,0.0208046705725578,"STX12/ENTREP1/GRIA1/HLA-E/SLC1A1/EHD2/SLC39A4/VAMP3/EHD1/SYT11/PDIA3/CLCN4/RAB11FIP2/RAB14/OPTN/PDLIM4/STX6/TFRC/CFTR/ARF6/SCAMP3/MTMR4/LAMP5/RAP2B/RAB8B/INPP4A/EHD4/RAB8A/ABHD17A/RAB4A/B2M/NDRG1/RAB11A/SYT5/EHD3/HLA-C/SORL1/ATP13A3/SCAMP1/ATP9A/PLEKHB2/RAB11B/SCAMP2/DYNC1LI1/ATG9A/RAB17",46
"GO:0005687","CC","GO:0005687","U4 snRNP","8/6331","12/19944",0.666666666666667,2.10014215763702,2.59967148248946,0.0136904880987222,0.0374078125514381,0.0208046705725578,"SNRPE/SNRPD2/SNRPG/SNRPD1/SNRPB/SNRPF/SNRPD3/SNRPN",8
"GO:0042571","CC","GO:0042571","immunoglobulin complex, circulating","8/6331","12/19944",0.666666666666667,2.10014215763702,2.59967148248946,0.0136904880987222,0.0374078125514381,0.0208046705725578,"IGHA1/IGHD/IGHG1/IGHG3/IGHM/IGHA2/IGHG2/IGHG4",8
"GO:0005640","CC","GO:0005640","nuclear outer membrane","17/6331","33/19944",0.515151515151515,1.62283712181043,2.44196481429798,0.0142066271580046,0.038681904121444,0.0215132673491482,"ENO1/SYNE3/SYNE1/LTC4S/SNCA/LRPPRC/NAV3/SIGMAR1/TMEM109/NUTF2/DHCR7/DMPK/SMPD4/SYNE2/EMD/PSEN1/SLC22A3",17
"GO:0031080","CC","GO:0031080","nuclear pore outer ring","7/6331","10/19944",0.7,2.20514926551888,2.5995495060127,0.0147682830981346,0.0397923183477517,0.0221308335900409,"SEC13/NUP37/NUP85/NUP107/AHCTF1/NUP43/NUP98",7
"GO:0033018","CC","GO:0033018","sarcoplasmic reticulum lumen","7/6331","10/19944",0.7,2.20514926551888,2.5995495060127,0.0147682830981346,0.0397923183477517,0.0221308335900409,"MANF/CALU/CASQ2/HSP90B1/CALR/ASPH/HRC",7
"GO:0042382","CC","GO:0042382","paraspeckles","7/6331","10/19944",0.7,2.20514926551888,2.5995495060127,0.0147682830981346,0.0397923183477517,0.0221308335900409,"CPSF6/NUDT21/NONO/SFPQ/BCL6/BCL11A/HNRNPM",7
"GO:0098803","CC","GO:0098803","respiratory chain complex","48/6331","115/19944",0.417391304347826,1.31487161173796,2.3093326729977,0.0149795137615933,0.0402218085778423,0.0223696982052569,"COX7A1/NDUFS8/SDHC/UQCRH/ATP5PD/UQCRQ/NDUFAB1/ATP5MF/CYC1/ATP5MJ/NDUFA6/COX5B/NDUFS5/NDUFS6/NDUFS1/ATP5MC1/SDHA/NDUFS2/COX6A1/COX5A/ATP5MC3/COX6B1/NDUFB11/COX6C/ATP5F1C/ATP5F1E/COXFA4L2/NDUFB4/NDUFB3/COX7B/NDUFA1/UQCRC1/NDUFV2/NDUFB5/COX4I1/NNT/NDUFC2/BCS1L/COX7A2L/NDUFA10/UQCR10/ATP5ME/NDUFA9/NDUFS3/NDUFA13/SDHB/NDUFA3/UQCR11",48
"GO:0044391","CC","GO:0044391","ribosomal subunit","73/6331","185/19944",0.394594594594595,1.2430571149257,2.26498954278375,0.0155750412873641,0.0416766622034295,0.023178827324208,"MRPL12/MRPL3/NPM1/MRPS33/MRPS17/MRPL15/MRPL17/MRPL9/DAP3/MRPL35/MRPL58/MRPL13/MRPS16/RPL39L/MRPS7/MRPS30/MRPL24/MRPL42/MRPS12/AURKAIP1/RPS5/MRPS14/RPL15/RPLP0/RPL36A/RPS18/MRPS18A/MRPS34/MRPS35/MRPS15/RPS2/MRPL19/RPL37/RPL8/RPL21/MRPL11/MRPS10/RPS19/RPL31/GADD45GIP1/RPS21/RPL37A/RPL26L1/MRPL4/RPL5/RPS7/RPL39/RPL38/MRPL48/RPL12/RPL17/MRPL2/RPS20/MRPL57/RPL29/MRPL49/RPL19/RPS10/RPS28/LARP4/RPS8/MRPL22/MRPS28/RPSA/MRPS18B/NSUN3/MRPL18/MRPL33/MRPS2/MRPL44/RPL27/RPL22/MRPL40",73
"GO:0019005","CC","GO:0019005","SCF ubiquitin ligase complex","29/6331","64/19944",0.453125,1.42744037276891,2.33567179325082,0.0156416624450987,0.0417110998535966,0.0231979801139102,"CKS1B/FBXO42/CACYBP/TMEM183A/TMEM183BP/FBXL5/SPSB1/FBXW4/FBXO9/CKS2/FBXL6/FBXL7/FBXO7/CCNF/FBXO46/SKP2/FBXO17/FBXL14/FBXL15/CUL5/SPSB3/TRIM21/FBXO2/DMAC2/USP47/SKP1/FBXO3/FBXO38/ARIH1",29
